整理番号,集計F,出馬,当選,候補者ID,イメージID,ブロックCD,都道府県CD,統合CD,選挙区CD,ブロック名,都道府県名,選挙区名,選挙区登録番号,比例登録番号,選挙区届出番号,名簿掲載順,候補者名,新旧,党派CD,集計党派CD,集計党派,党派名,,確認F,,,,,,,,,,,,,,,,,Q01-1,Q01-2,Q01-3,"Q02
","Q03
","Q04
","Q05
-01","Q05
-02","Q05
-03","Q05
-04","Q05
-05","Q05
-06","Q05
-07","Q05
-08","Q05
-09","Q06
","Q07
",Q08-01,Q08-02,Q08-03,Q08-04,Q08-05,Q08-06,Q09,Q10,"Q11
","Q12
","Q13
","Q14
","Q15
","Q16
","Q17
","Q18
","SQ　【Q18で01か02を選んだ人だけ】 
-01","SQ　【Q18で01か02を選んだ人だけ】 
-02","SQ　【Q18で01か02を選んだ人だけ】 
-03","SQ　【Q18で01か02を選んだ人だけ】 
-04","SQ　【Q18で01か02を選んだ人だけ】 
-05","SQ　【Q18で01か02を選んだ人だけ】 
-06","SQ　【Q18で01か02を選んだ人だけ】 
-07","SQ　【Q18で01か02を選んだ人だけ】 
-08","SQ　【Q18で01か02を選んだ人だけ】 
-09","SQ　【Q18で01か02を選んだ人だけ】 
-10","SQ　【Q18で01か02を選んだ人だけ】 
-11","SQ　【Q18で01か02を選んだ人だけ】 
-12","SQ　【Q18で01か02を選んだ人だけ】 
-13","SQ　【Q18で01か02を選んだ人だけ】 
-14","SQ　【Q18で01か02を選んだ人だけ】 
-15","SQ　【Q18で01か02を選んだ人だけ】 
-16","SQ　【Q18で01か02を選んだ人だけ】 
-17","SQ　【Q18で01か02を選んだ人だけ】 
-18","SQ　【Q18で01か02を選んだ人だけ】 
-19","SQ　【Q18で01か02を選んだ人だけ】 
-20","Q19
","Q20
",Q21,Q22,Q23,"Q24 
","Q25
","Q26
","Q27
-01","Q27
-02","Q27
-03","Q27
-04","Q27
-05","Q27
-06","Q27
-07","Q27
-08","Q27
-09","Q27
-10","Q28-01
",Q28-02,Q28-03,Q28-04,Q28-05,Q28-06,Q28-07,Q28-08,Q28-9
57,1,1,0,135468,YRYA04001XXX001K,82,4,04,1,東北ブ,宮城県,宮城１区,1,4,3,6,土井亨,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,21,16,03,05,04,01,02,,,,,,,,01,02,02,02,02,02,03,02,02,02,01,01,02,01,01,04,01,01,,,03,,,,,,,,,,,,,,,,,,01,02,01,01,01,01,02,05,,02,,,,,,,,,80,100,50,50,50,60,50,50,50
58,1,1,0,135469,YRYA04001XXX002K,82,4,04,1,東北ブ,宮城県,宮城１区,2,2,1,7,岡本章子,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,05,16,03,01,01,,,,,,,,,09,02,05,03,02,02,02,03,01,02,03,03,02,02,03,02,03,02,04,,,,,,,,,,,,,,,,,,,,,05,03,03,04,03,03,03,01,,,,,,06,,08,,,10,10,100,10,50,80,50,80,50
59,1,1,0,136444,YRYA04001XXX003K,82,4,04,1,東北ブ,宮城県,宮城１区,3,5,2,2,高橋浩司,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,04,16,03,01,01,,,,,,,,,09,01,03,03,03,02,03,03,01,02,02,02,02,02,02,03,03,03,01,01,,03,,,,,08,,,11,12,,14,,16,,,,,01,01,03,05,02,02,02,03,,,03,,05,06,07,08,09,10,45,30,30,80,30,60,45,30,60
60,1,1,0,135470,YRYA04002XXX001K,82,4,04,2,東北ブ,宮城県,宮城２区,1,3,2,8,鎌田さゆり,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,04,06,02,04,01,01,02,03,04,,,,,,02,03,03,01,01,02,02,01,02,03,03,02,02,03,01,01,01,04,,,,,,,,,,,,,,,,,,,,,05,03,05,04,04,02,03,01,,02,,04,05,06,07,08,09,10,0,60,100,50,60,60,60,80,60
61,1,1,0,135471,YRYA04002XXX002K,82,4,04,2,東北ブ,宮城県,宮城２区,2,5,3,7,秋葉賢也,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,07,01,03,02,01,,,,,,,,,09,01,02,01,02,02,02,03,01,02,02,02,02,02,02,01,04,03,01,,,03,,,,,,,,,,,,,,,18,,,01,02,01,02,01,02,02,05,,02,,,,,,,,,100,100,,,,,,,
62,1,1,0,135472,YRYA04003XXX001K,82,4,04,3,東北ブ,宮城県,宮城３区,1,0,1,0,西村明宏,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,12,07,01,03,03,03,,,,,,,,,09,03,03,02,02,02,03,02,02,02,02,,02,,03,02,03,02,02,,,03,,,,,,,,,,,,,,,18,,20,02,02,02,02,03,03,,03,,02,,,,,,,,,100,100,,,,,,,
64,1,1,0,136650,YRYA04003XXX003K,82,4,04,3,東北ブ,宮城県,宮城３区,3,17,2,9,柳沢剛,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,12,04,13,03,01,01,,,,04,,,,,,02,04,03,01,02,01,03,01,02,03,05,04,03,04,03,02,02,04,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,,,,06,,08,,,0,0,100,0,50,50,50,50,0
65,1,1,0,135521,YRYA04004XXX001K,82,4,04,4,東北ブ,宮城県,宮城４区,1,11,1,8,伊藤信太郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,14,03,04,04,,,,,,,,,,03,03,03,02,02,02,03,02,02,02,01,02,02,01,01,02,01,01,01,,03,,,,,,,10,,,,,,,,,,,01,02,01,01,03,02,02,03,,02,,,,,,,,,95,75,30,30,10,30,5,10,5
66,1,1,0,135522,YRYA04004XXX002K,82,4,04,4,東北ブ,宮城県,宮城４区,2,8,4,10,安住淳,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,07,01,03,04,04,,,,,,,,08,,04,03,03,02,02,03,03,02,04,03,04,03,02,04,02,02,02,04,,,,,,,,,,,,,,,,,,,,,04,03,04,02,04,01,03,01,,,,,,,,,,,,,,,,,,,
67,1,1,0,135523,YRYA04004XXX003K,82,4,04,2,東北ブ,宮城県,宮城２区,4,1,1,3,早坂敦,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,04,12,07,03,01,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
68,1,1,0,136566,YRYA04004XXX004K,82,4,04,4,東北ブ,宮城県,宮城４区,4,7,3,4,佐藤雄一,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,04,07,03,03,01,,,,,,,,,09,03,02,04,05,02,04,03,01,02,01,01,01,04,01,03,05,05,01,,,03,,,,,08,,,,,,,,16,,,,,01,01,02,02,03,05,01,03,,,,,,06,,,09,,0,0,10,95,0,60,5,0,60
69,1,1,0,137601,YRYA04004XXX005K,82,4,04,4,東北ブ,宮城県,宮城４区,5,2,2,1,大林正英,3,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,01,12,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,04,,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
70,1,1,0,135524,YRYA04005XXX001K,82,4,04,5,東北ブ,宮城県,宮城５区,1,0,2,0,小野寺五典,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,01,12,03,04,04,,,,,,,,,,03,03,03,03,02,04,03,02,,02,01,01,02,01,01,02,01,01,01,,03,,,,,,,10,,,,,,,,18,,,01,01,02,02,03,04,02,05,,02,,,,,,,,,100,100,50,50,0,50,50,50,50
71,1,1,0,136610,YRYA04005XXX002K,82,4,04,5,東北ブ,宮城県,宮城５区,2,0,1,0,中嶋廉,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,07,11,03,03,01,,,,,,,,,09,01,03,05,01,02,02,01,01,03,04,05,05,03,05,04,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,02,03,01,,,03,,,,07,08,,,0,0,50,0,100,10,30,60,0
72,1,1,0,136651,YRYA04005XXX003K,82,4,04,5,東北ブ,宮城県,宮城５区,3,9,3,5,境恒春,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,11,01,13,03,02,01,,,,,,,,,09,02,03,04,04,02,04,04,01,02,02,02,01,02,01,01,01,01,01,,,03,,,,,08,,,,,,,,16,,,,,01,01,03,04,01,04,02,02,,,,,,,,,,,50,50,50,80,50,50,50,50,50
73,1,1,0,135589,YRYA05001XXX001K,82,5,05,1,東北ブ,秋田県,秋田１区,1,13,3,9,冨樫博之,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,05,12,03,04,04,,02,03,,,,,,,03,02,02,02,01,02,03,01,02,02,01,01,02,01,01,02,01,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,01,01,03,02,01,05,,02,,,,,,,,,,,,,,,,,
74,1,1,0,135590,YRYA05001XXX002K,82,5,05,1,東北ブ,秋田県,秋田１区,2,9,1,11,寺田学,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,16,05,02,01,01,,02,03,,,,,,,03,03,03,02,02,03,03,02,03,02,04,01,02,02,02,03,02,02,,,,,,,,,,10,11,,13,,,,,,,,04,03,04,04,04,02,03,01,,,,,,06,,,,,20,50,90,50,50,60,20,50,20
75,1,1,0,135591,YRYA05001XXX003K,82,5,05,1,東北ブ,秋田県,秋田１区,3,2,2,6,松浦大悟,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,04,03,03,03,01,,,,,,,,,09,01,01,03,03,02,03,03,01,02,02,01,01,02,02,01,04,01,01,,,03,,,,,08,,,,,,,,,,18,,,01,01,02,05,01,04,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
76,1,1,0,136838,YRYA05001XXX004K,82,5,05,1,東北ブ,秋田県,秋田１区,4,0,4,0,鈴木知,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,09,16,05,03,03,01,,,,,,,,,09,02,04,03,01,03,02,01,01,04,04,05,05,03,04,05,02,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,05,03,01,,,,,,,,08,,,0,0,30,0,100,0,30,40,0
78,1,1,0,135593,YRYA05002XXX002K,82,5,05,2,東北ブ,秋田県,秋田２区,2,10,2,12,緑川貴士,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,16,02,04,02,01,02,03,04,,,,,,02,03,02,03,02,03,03,02,02,03,04,03,03,03,02,02,02,02,,,,,,06,,,,,,,13,,,16,,,,,04,02,03,05,02,02,03,02,,,,,,06,,,,,10,40,95,50,50,70,40,70,30
80,1,1,0,136324,YRYA05002XXX004K,82,5,05,2,東北ブ,秋田県,秋田２区,4,24,1,10,福原淳嗣,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,05,16,14,01,01,05,01,02,,04,05,06,,,,01,01,01,02,01,01,02,01,02,02,02,01,01,01,01,02,02,01,,,03,,05,,,,,,,,,,,,,18,,,01,01,01,01,01,01,02,02,,02,,04,,06,,,,,100,90,70,70,20,70,0,20,0
81,1,1,0,137350,YRYA05002XXX005K,82,5,05,2,東北ブ,秋田県,秋田２区,5,0,3,0,山内梅良,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,09,13,05,03,03,01,,,,,,,,,09,02,04,03,01,03,02,01,01,04,04,05,05,03,04,05,02,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,05,03,01,,,,,,,,08,,,0,0,30,0,100,0,30,40,0
82,1,1,0,135598,YRYA05003XXX001K,82,5,05,3,東北ブ,秋田県,秋田３区,1,14,4,11,御法川信英,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,13,01,06,03,04,03,01,02,,,,,,,,02,02,02,03,02,03,03,01,,02,02,02,03,02,02,02,02,01,01,,03,,,,,,,,,,,,,,17,18,,,01,,03,02,04,02,,04,,02,,,,,,,,,,,,,,,,,
83,1,1,0,136272,YRYA05003XXX002K,82,5,05,3,東北ブ,秋田県,秋田３区,2,2,3,3,村岡敏英,2,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,16,13,01,03,01,01,,,,,,,,08,,01,04,02,02,02,03,03,01,02,02,01,02,02,01,01,03,02,01,,,,,05,06,,08,,10,,,,14,,16,,18,,,03,02,01,02,03,04,03,03,,,,,,,,,,,40,50,50,40,10,100,10,10,10
84,1,1,0,136307,YRYA05003XXX003K,82,5,05,3,東北ブ,秋田県,秋田３区,3,0,1,0,藤田和久,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,13,09,05,03,03,01,,,,,,,,,09,02,04,03,01,03,02,01,01,04,04,05,05,03,04,05,02,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,05,03,01,,,,,,,,08,,,0,0,30,0,100,0,30,40,0
85,1,1,0,136584,YRYA05003XXX004K,82,5,05,3,東北ブ,秋田県,秋田３区,4,16,2,13,小川幾代,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,09,14,15,02,02,01,,,03,04,,,,,,02,05,03,02,01,02,01,01,02,03,05,04,03,02,02,02,02,04,,,,,,,,,,,,,,,,,,,,,04,02,04,05,04,02,03,01,,,,,,,,08,,,0,50,100,25,70,60,25,85,25
86,1,1,0,135204,YRYA06001XXX001K,82,6,06,1,東北ブ,山形県,山形１区,1,0,3,0,遠藤利明,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,12,04,01,03,02,02,,,03,,,,,,,03,02,02,03,02,03,03,02,02,02,01,01,02,02,01,02,02,01,,,03,,,,,08,,10,,,,,,,,18,,,01,01,01,01,03,02,02,04,,02,,,,,,,,,100,80,0,0,0,0,0,0,0
87,1,1,0,135218,YRYA06001XXX002K,82,6,06,1,東北ブ,山形県,山形１区,2,1,1,14,原田和広,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,04,02,02,02,01,02,03,,,,,,,04,04,03,03,03,03,03,01,03,04,04,03,03,03,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,02,02,03,02,,,,,,06,,,,,,,100,,,,,,
88,1,1,0,137293,YRYA06001XXX003K,82,6,06,1,東北ブ,山形県,山形１区,3,0,2,0,三井寺修,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,06,11,03,02,01,,,,,,,,,09,02,04,04,01,02,03,01,01,02,04,05,05,03,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,03,,,,,08,,,0,0,0,0,100,0,0,0,0
89,1,1,0,135207,YRYA06002XXX001K,82,6,06,2,東北ブ,山形県,山形２区,1,2,1,12,鈴木憲和,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,12,16,03,02,02,,,,,,,,,09,02,02,01,03,02,02,03,01,03,02,01,01,02,02,01,03,01,01,01,,03,,,,,,,,,,,,,,,18,,,01,01,02,01,01,01,02,03,,02,,,,,,,,,80,80,0,0,0,0,0,0,0
90,1,1,0,137292,YRYA06002XXX002K,82,6,06,2,東北ブ,山形県,山形２区,2,3,4,2,菊池大二郎,3,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,12,01,04,03,01,01,,,,,,,,,,01,04,02,01,01,02,,02,,03,,03,03,,03,03,03,04,,,,,,,,,,,,,,,,,,,,,05,,03,02,03,02,03,03,,,03,,,,,,,,20,30,90,30,30,100,30,60,30
91,1,1,0,137294,YRYA06002XXX003K,82,6,06,2,東北ブ,山形県,山形２区,3,0,2,0,岩本康嗣,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,07,11,03,02,01,,,,,,,,,09,02,04,04,01,02,03,01,01,02,04,05,05,03,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,03,,,,,08,,,0,0,0,0,100,0,0,0,0
92,1,1,0,137603,YRYA06002XXX004K,82,6,06,2,東北ブ,山形県,山形２区,4,3,3,2,二藤部冬馬,3,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,05,01,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,04,05,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
93,1,1,0,135212,YRYA06003XXX001K,82,6,06,3,東北ブ,山形県,山形３区,1,3,3,13,加藤鮎子,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,05,12,13,02,04,04,01,,,,,,,,,02,04,02,03,02,02,03,01,02,02,03,02,02,02,02,02,02,01,,,03,,,,,,,,,,,,,,,18,,,01,02,03,02,02,01,02,03,,02,,,,,,,,,90,90,50,50,50,50,50,50,50
94,1,1,0,135904,YRYA06003XXX002K,82,6,06,3,東北ブ,山形県,山形３区,2,0,2,0,山田守,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,14,07,03,02,01,,,,,,,,,09,02,04,04,01,02,03,01,01,02,04,05,05,03,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,0,0,100,0,0,0,0
95,1,1,0,137355,YRYA06003XXX003K,82,6,06,3,東北ブ,山形県,山形３区,3,20,1,15,石黒覚,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,14,12,02,04,02,01,02,03,,,,,,,04,04,02,02,02,02,02,02,04,04,05,03,03,03,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,02,02,03,03,,,,,,06,,,,,,,100,,,,,,
96,1,1,0,135473,YRYA07001XXX001K,82,7,07,1,東北ブ,福島県,福島１区,1,4,2,16,金子恵美,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,14,12,03,02,02,,,,,,,,,09,04,03,03,02,01,02,03,01,02,03,05,03,02,02,03,03,03,04,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,05,06,07,08,,,0,0,80,0,60,60,50,60,0
97,1,1,0,135474,YRYA07001XXX002K,82,7,07,1,東北ブ,福島県,福島１区,2,0,1,0,亀岡偉民,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,04,16,03,04,01,,,03,,,,,,,02,02,03,03,02,04,04,02,03,02,02,02,02,02,02,03,03,01,,,,,,,,,,,,,,,,,,18,,,01,,03,02,02,02,02,03,,,,,,,,,,,,,,,0,,0,0,
99,1,1,0,135481,YRYA07002XXX002K,82,7,07,2,東北ブ,福島県,福島２区,2,5,2,17,玄葉光一郎,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,16,05,14,03,03,02,,02,03,04,,,,,,03,03,03,03,02,03,04,02,02,02,02,01,02,01,01,02,01,02,,,03,,,,,,09,10,,,13,,,,,,19,,02,02,03,01,02,02,03,02,01,,,04,,06,,,,,80,50,100,70,30,50,40,50,
101,1,1,0,137270,YRYA07002XXX004K,82,7,07,2,東北ブ,福島県,福島２区,4,0,1,0,丸本由美子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,01,18,03,04,01,,,,,,,,,09,03,05,05,01,01,01,01,01,03,04,05,05,03,05,03,02,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,02,03,01,,,,,,,,08,,,0,0,10,0,100,0,0,50,0
102,1,1,0,137567,YRYA07002XXX005K,82,7,07,2,東北ブ,福島県,福島２区,5,26,3,14,根本拓,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,05,11,16,03,05,05,,02,,,05,,,,,04,03,01,01,01,02,02,01,03,02,01,01,02,01,01,03,01,01,,,03,,,,,08,,,,,,,,,,18,,,01,01,01,02,02,03,,03,,02,,,,,,,,,80,10,0,0,0,10,0,0,0
103,1,1,0,135484,YRYA07003XXX001K,82,7,07,3,東北ブ,福島県,福島３区,1,6,1,18,小熊慎司,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,09,14,02,01,01,01,02,03,,,,,,,02,03,03,02,02,03,03,01,03,03,03,02,02,02,02,03,03,02,,,,,,06,,,,,,,13,,,16,,,19,,02,03,05,05,04,03,03,01,,,,,,06,,08,,,0,50,100,50,50,75,50,50,50
105,1,1,0,137374,YRYA07003XXX003K,82,7,07,3,東北ブ,福島県,福島３区,3,0,2,0,唐橋則男,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,06,13,03,04,01,,,,,,,,,09,03,05,05,01,01,01,01,01,03,04,05,05,03,05,03,02,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,02,03,01,,,,,,,,08,,,0,0,10,0,100,0,0,50,0
106,1,1,0,135487,YRYA07004XXX001K,82,7,07,4,東北ブ,福島県,福島４区,1,0,2,0,熊谷智,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,07,06,03,01,01,,,,,,,,,09,02,03,02,01,02,02,01,01,04,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,08,,,0,10,10,0,100,10,10,75,0
108,1,1,0,137171,YRYA07004XXX003K,82,7,07,4,東北ブ,福島県,福島４区,3,19,1,19,斎藤裕喜,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,12,07,05,01,04,01,01,02,03,04,,06,07,,,01,04,02,01,01,02,02,01,02,03,05,01,03,03,02,02,02,04,,,,,,,,,,,,,,,,,,,,,05,03,05,02,02,01,03,01,01,,,,,06,07,08,,,25,70,90,70,50,80,70,70,50
109,1,1,0,137485,YRYA07004XXX004K,82,7,07,4,東北ブ,福島県,福島４区,4,25,3,15,坂本竜太郎,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,08,12,14,03,02,04,,,,,,,,,09,02,02,02,03,02,03,03,02,02,02,02,02,02,02,01,02,01,01,01,,03,04,,,,,,10,,,,,,,,18,,,01,01,02,03,03,03,02,03,,02,,,,,,,,,100,85,60,55,25,65,25,30,55
110,1,1,0,135585,YRYA08001XXX001K,83,8,08,1,北関ブ,茨城県,茨城１区,1,0,4,0,福島伸享,1,924,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,14,15,04,03,02,02,,,,,,,,,09,03,02,03,03,02,03,03,02,03,02,03,02,02,02,03,03,02,01,,,,,,,,,,,,,13,14,,16,,,19,20,04,02,02,02,02,03,02,03,,,,,,,,,,,,,,,,,,,
111,1,1,0,135586,YRYA08001XXX002K,83,8,08,1,北関ブ,茨城県,茨城１区,2,9,1,1,田所嘉徳,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,12,05,03,04,04,,,,,,,,,09,01,01,02,02,01,03,03,02,02,02,02,02,02,02,02,03,03,01,01,,03,,,,07,08,,,11,,13,,,,,,,,01,02,01,02,01,04,02,05,,02,,,,,,,,,90,80,5,10,0,10,0,0,0
112,1,1,0,135597,YRYA08001XXX003K,83,8,08,1,北関ブ,茨城県,茨城１区,3,2,2,1,武藤優子,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,11,01,06,03,03,02,,,,,,,,,09,02,02,03,02,01,02,02,01,03,02,03,01,02,01,03,05,04,01,,,03,,,,,08,,,,,,14,,16,17,18,19,20,01,03,04,05,03,05,02,03,,,,,,,,,,,50,20,50,,20,50,20,20,5
113,1,1,0,135901,YRYA08001XXX004K,83,8,08,1,北関ブ,茨城県,茨城１区,4,18,3,3,高橋誠一郎,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,04,01,07,03,01,01,,,,,,,,,09,02,05,04,01,01,01,01,01,02,04,05,05,03,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,04,05,03,03,01,,,03,,,,,08,,,0,50,25,0,100,0,50,100,0
115,1,1,0,135587,YRYA08002XXX001K,83,8,08,2,北関ブ,茨城県,茨城２区,1,0,3,0,額賀福志郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,16,08,02,03,05,,,,,05,,,,,04,02,02,02,02,02,03,02,02,02,02,02,02,02,01,02,01,01,,,03,,,,,,,10,,,,,,,,,,,01,,01,02,02,02,03,,,02,,,,,,,,,,,,,,,,,
117,1,1,0,135638,YRYA08002XXX003K,83,8,08,2,北関ブ,茨城県,茨城２区,3,0,1,0,川井宏子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,07,03,03,03,01,,,,,,,,,09,03,05,05,01,01,01,01,01,03,04,05,05,04,04,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,04,05,05,04,01,03,01,,,03,,,06,07,08,,,0,0,20,10,100,10,20,80,0
119,1,1,0,136349,YRYA08002XXX005K,83,8,08,2,北関ブ,茨城県,茨城２区,5,14,2,2,今村敏昭,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,11,14,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,,17,,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
120,1,1,0,136408,YRYA08002XXX007K,83,8,08,2,北関ブ,茨城県,茨城２区,7,0,4,0,大高伸一,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,16,01,05,03,05,04,01,02,,,,,,,,03,04,03,02,02,04,03,02,04,03,02,02,03,02,03,03,03,02,,02,03,,,,,,,,,,,14,,,,,,,01,03,02,04,02,04,03,02,01,,,,,,,,,,90,50,65,50,40,45,25,35,25
121,1,1,0,135599,YRYA08003XXX001K,83,8,08,3,北関ブ,茨城県,茨城３区,1,11,3,2,葉梨康弘,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,12,11,02,05,02,,,03,,05,,,,,03,02,02,03,02,03,03,02,03,02,03,01,02,01,01,02,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,02,02,04,01,,04,,02,,,,,,,,,100,90,30,30,20,30,20,20,30
122,1,1,0,135600,YRYA08003XXX002K,83,8,08,3,北関ブ,茨城県,茨城３区,2,7,1,1,梶岡博樹,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,09,01,02,05,02,,,,,,,,,09,02,04,03,01,01,01,03,01,02,03,04,02,02,03,02,02,02,04,,,,,,,,,,,,,,,,,,,,,04,02,04,05,04,02,03,02,,,,,,06,,08,,,50,50,100,50,50,90,50,60,50
123,1,1,0,136278,YRYA08003XXX003K,84,13,13,1,東京ブ,東京都,東京１区,6,0,7,0,桜井祥子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,21,04,03,04,04,,,,,,,,,09,01,03,01,05,02,01,03,02,02,02,02,01,04,02,02,04,04,03,,,,,,,,,,,,,,,,,,,,,01,01,02,01,02,05,02,05,,,,,,,,,,,10,20,10,10,10,20,20,10,100
124,1,1,0,137072,YRYA08003XXX004K,83,8,08,3,北関ブ,茨城県,茨城３区,4,17,4,3,橋口奈保,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
